symbol,strategy,window_start,count,wins,losses,wr,avg_pnl,total_pnl,sharpe,max_dd
BTCUSDT,MEAN_REVERT,2021-08-29,12,5,7,0.4166666666666667,0.008795179335027962,0.10554215202033554,0.3071912892314276,0.05912080071510423
BTCUSDT,BOTTOM_PICK,2021-08-29,3,2,1,0.6666666666666666,0.019114731140636082,0.057344193421908246,0.7720549222215258,0.015762549305312252
BTCUSDT,BREAKOUT_HUNT,2021-08-29,8,4,4,0.5,0.014739657014506479,0.11791725611605183,0.4228238020396379,0.04146799733764159
BTCUSDT,CONSERVATIVE,2021-08-29,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2021-09-28,16,9,7,0.5625,0.008153703693925221,0.13045925910280354,0.2809394224177295,0.0481280461144868
BTCUSDT,MEAN_REVERT,2021-09-28,15,3,12,0.2,-0.009354965337507811,-0.14032448006261716,-0.4031856514938205,0.19010757352035432
BTCUSDT,BOTTOM_PICK,2021-09-28,0,0,0,0,0,0,0,0
BTCUSDT,BREAKOUT_HUNT,2021-09-28,7,5,2,0.7142857142857143,0.014556136139169439,0.10189295297418607,0.6582749432817265,0.0343043819361456
BTCUSDT,CONSERVATIVE,2021-09-28,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2021-10-28,23,7,16,0.30434782608695654,-0.0038488132488498548,-0.08852270472354666,-0.14144784768611426,0.11285128547236618
BTCUSDT,MEAN_REVERT,2021-10-28,13,6,7,0.46153846153846156,0.002419374459063307,0.03145186796782299,0.10365437968860253,0.04299822274258897
BTCUSDT,BOTTOM_PICK,2021-10-28,0,0,0,0,0,0,0,0
BTCUSDT,BREAKOUT_HUNT,2021-10-28,4,3,1,0.75,0.02386630906717823,0.09546523626871292,1.055214672911066,0.015208580442740136
BTCUSDT,CONSERVATIVE,2021-10-28,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2021-11-27,18,4,14,0.2222222222222222,-0.009473103950888713,-0.17051587111599684,-0.40393656167629655,0.19095011019420904
BTCUSDT,MEAN_REVERT,2021-11-27,13,9,4,0.6923076923076923,0.017938569951890356,0.23320140937457462,0.6860076169385049,0.053359072056273486
BTCUSDT,BOTTOM_PICK,2021-11-27,2,2,0,1.0,0.030890578397413083,0.06178115679482617,59.32778254005233,0
BTCUSDT,BREAKOUT_HUNT,2021-11-27,8,3,5,0.375,-0.0026032306221523095,-0.020825844977218476,-0.09408324428412357,0.07061474521016188
BTCUSDT,CONSERVATIVE,2021-11-27,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2021-12-27,19,4,15,0.21052631578947367,-0.008607163375235274,-0.1635361041294702,-0.38965067868630976,0.1635361041294702
BTCUSDT,MEAN_REVERT,2021-12-27,12,8,4,0.6666666666666666,0.012373221419026172,0.14847865702831406,0.4441683961576557,0.04627968782225461
BTCUSDT,BOTTOM_PICK,2021-12-27,0,0,0,0,0,0,0,0
BTCUSDT,BREAKOUT_HUNT,2021-12-27,9,5,4,0.5555555555555556,0.009834998811384828,0.08851498930246346,0.3600340008864863,0.027723549320645545
BTCUSDT,CONSERVATIVE,2021-12-27,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2022-01-26,16,7,9,0.4375,0.0002628875170968312,0.004206200273549299,0.009778354086856214,0.08678019633904296
BTCUSDT,MEAN_REVERT,2022-01-26,10,3,7,0.3,-0.00742575930453296,-0.0742575930453296,-0.33234668285375557,0.12316788936385809
BTCUSDT,BOTTOM_PICK,2022-01-26,3,1,2,0.3333333333333333,-0.0026464139927135557,-0.007939241978140667,-0.0956147392139761,0.04366818172442718
BTCUSDT,BREAKOUT_HUNT,2022-01-26,10,4,6,0.4,0.0007438271555360511,0.007438271555360511,0.03137800143308629,0.06287018634433882
BTCUSDT,CONSERVATIVE,2022-01-26,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2022-02-25,17,8,9,0.47058823529411764,0.008372068766754294,0.14232516903482298,0.2838228366673145,0.054933282745893014
BTCUSDT,MEAN_REVERT,2022-02-25,9,7,2,0.7777777777777778,0.019275098772599766,0.1734758889533979,0.7732985046225596,0.02301793098131316
BTCUSDT,BOTTOM_PICK,2022-02-25,1,0,1,0.0,-0.0322276716980188,-0.0322276716980188,0,0.0322276716980188
BTCUSDT,BREAKOUT_HUNT,2022-02-25,7,4,3,0.5714285714285714,0.008951051138950379,0.06265735797265265,0.28476953385899606,0.05899668948426151
BTCUSDT,CONSERVATIVE,2022-02-25,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2022-03-27,19,6,13,0.3157894736842105,-0.0009637339029218052,-0.0183109441555143,-0.04095327205337537,0.08365507622390168
BTCUSDT,MEAN_REVERT,2022-03-27,13,3,10,0.23076923076923078,-0.011506096843836576,-0.14957925896987548,-0.6202174986236602,0.15228138275669859
BTCUSDT,BOTTOM_PICK,2022-03-27,2,1,1,0.5,0.009302229302773744,0.018604458605547488,0.332626226427735,0.018663783487846388
BTCUSDT,BREAKOUT_HUNT,2022-03-27,5,3,2,0.6,0.014292743774168743,0.07146371887084371,0.5791917209100432,0.031819184979212
BTCUSDT,CONSERVATIVE,2022-03-27,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2022-04-26,20,4,16,0.2,-0.007690022063536202,-0.15380044127072404,-0.28673298947195736,0.17861802026726004
BTCUSDT,MEAN_REVERT,2022-04-26,9,3,6,0.3333333333333333,-0.0021134150658851172,-0.019020735592966055,-0.0764716818926794,0.08248043880748968
BTCUSDT,BOTTOM_PICK,2022-04-26,4,0,4,0.0,-0.017642034439488696,-0.07056813775795479,-11.829018756674166,0.07056813775795479
BTCUSDT,BREAKOUT_HUNT,2022-04-26,12,5,7,0.4166666666666667,-0.005660932269834107,-0.06793118723800928,-0.1805644478427591,0.16673883386065105
BTCUSDT,CONSERVATIVE,2022-04-26,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2022-05-26,20,12,8,0.6,0.013366386315190293,0.26732772630380586,0.45876186487397586,0.07079432270106936
BTCUSDT,MEAN_REVERT,2022-05-26,7,3,4,0.42857142857142855,0.004670726768013667,0.032695087376095666,0.15932059773590285,0.05641321058865769
BTCUSDT,BOTTOM_PICK,2022-05-26,1,0,1,0.0,-0.018011462683322852,-0.018011462683322852,0,0.018011462683322852
BTCUSDT,BREAKOUT_HUNT,2022-05-26,11,6,5,0.5454545454545454,0.010490810961573432,0.11539892057730775,0.3196354930511487,0.07915412122506077
BTCUSDT,CONSERVATIVE,2022-05-26,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2022-06-25,21,10,11,0.47619047619047616,0.0075315636482579645,0.15816283661341726,0.2961258938024245,0.04948118058546552
BTCUSDT,MEAN_REVERT,2022-06-25,11,3,8,0.2727272727272727,-0.0033301554377187415,-0.036631709814906155,-0.1319127758465101,0.10896578433001827
BTCUSDT,BOTTOM_PICK,2022-06-25,0,0,0,0,0,0,0,0
BTCUSDT,BREAKOUT_HUNT,2022-06-25,6,3,3,0.5,0.0022069168136516827,0.013241500881910097,0.05624258381568924,0.08472241143120204
BTCUSDT,CONSERVATIVE,2022-06-25,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2022-07-25,15,5,10,0.3333333333333333,0.0004135129440663373,0.006202694160995059,0.015380446099574663,0.07648145541159238
BTCUSDT,MEAN_REVERT,2022-07-25,11,5,6,0.45454545454545453,-0.005686605872906136,-0.0625526646019675,-0.2564493856157514,0.085125068974223
BTCUSDT,BOTTOM_PICK,2022-07-25,0,0,0,0,0,0,0,0
BTCUSDT,BREAKOUT_HUNT,2022-07-25,6,2,4,0.3333333333333333,-1.7601973188099165e-05,-0.00010561183912859498,-0.0007067395702568034,0.053538662599296155
BTCUSDT,CONSERVATIVE,2022-07-25,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2022-08-24,17,2,15,0.11764705882352941,-0.01542234625625624,-0.2621798863563561,-0.7578945519826789,0.26217988635635614
BTCUSDT,MEAN_REVERT,2022-08-24,10,5,5,0.5,0.008209921491244502,0.08209921491244501,0.2933361893455067,0.0715320918919228
BTCUSDT,BOTTOM_PICK,2022-08-24,0,0,0,0,0,0,0,0
BTCUSDT,BREAKOUT_HUNT,2022-08-24,2,2,0,1.0,0.04443569413022097,0.08887138826044194,4.7277517485239375,0
BTCUSDT,CONSERVATIVE,2022-08-24,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2022-09-23,19,8,11,0.42105263157894735,-0.0028522048039470995,-0.054191891274994894,-0.1310066788036407,0.11580890887442502
BTCUSDT,MEAN_REVERT,2022-09-23,10,4,6,0.4,-0.002848767108988854,-0.028487671089888537,-0.15324570315951097,0.06670672636025506
BTCUSDT,BOTTOM_PICK,2022-09-23,1,0,1,0.0,-0.007068835707975254,-0.007068835707975254,0,0.007068835707975254
BTCUSDT,BREAKOUT_HUNT,2022-09-23,1,0,1,0.0,-0.031181976905462566,-0.031181976905462566,0,0.031181976905462566
BTCUSDT,CONSERVATIVE,2022-09-23,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2022-10-23,16,6,10,0.375,-0.004832080001071091,-0.07731328001713746,-0.1799399409039415,0.09306816874158694
BTCUSDT,MEAN_REVERT,2022-10-23,11,6,5,0.5454545454545454,0.0063399801684282,0.0697397818527102,0.2567921311683206,0.05355868351485207
BTCUSDT,BOTTOM_PICK,2022-10-23,0,0,0,0,0,0,0,0
BTCUSDT,BREAKOUT_HUNT,2022-10-23,6,2,4,0.3333333333333333,-0.003590018897450573,-0.02154011338470344,-0.1132427170936672,0.05707597456754218
BTCUSDT,CONSERVATIVE,2022-10-23,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2022-11-22,16,6,10,0.375,-0.0026162706922385624,-0.041860331075817,-0.14582767123415494,0.05671889738888402
BTCUSDT,MEAN_REVERT,2022-11-22,11,7,4,0.6363636363636364,0.007225190050714502,0.07947709055785952,0.3497576974781606,0.029332022489749095
BTCUSDT,BOTTOM_PICK,2022-11-22,3,3,0,1.0,0.02737704676687944,0.08213114030063833,1.711176087125668,0
BTCUSDT,BREAKOUT_HUNT,2022-11-22,2,1,1,0.5,-0.004068708303001122,-0.008137416606002245,-0.36929663903567017,0.015086161138817826
BTCUSDT,CONSERVATIVE,2022-11-22,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2022-12-22,14,7,7,0.5,0.003853951670926209,0.05395532339296693,0.19997981826830827,0.035075450568811464
BTCUSDT,MEAN_REVERT,2022-12-22,9,5,4,0.5555555555555556,0.00540107843629101,0.0486097059266191,0.2735845383311692,0.044895059680741006
BTCUSDT,BOTTOM_PICK,2022-12-22,1,1,0,1.0,0.007892331875174992,0.007892331875174992,0,0
BTCUSDT,BREAKOUT_HUNT,2022-12-22,2,1,1,0.5,0.006879992245872808,0.013759984491745616,0.280921050922012,0.017610846811193088
BTCUSDT,CONSERVATIVE,2022-12-22,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2023-01-21,17,5,12,0.29411764705882354,-0.005768013638487012,-0.09805623185427921,-0.264628259829581,0.13698587648543098
BTCUSDT,MEAN_REVERT,2023-01-21,9,5,4,0.5555555555555556,0.0034624612687016955,0.03116215141831526,0.14019824798820665,0.04689989647657446
BTCUSDT,BOTTOM_PICK,2023-01-21,0,0,0,0,0,0,0,0
BTCUSDT,BREAKOUT_HUNT,2023-01-21,2,1,1,0.5,0.0037190733696973767,0.007438146739394753,0.11728821408038333,0.02798976795640991
BTCUSDT,CONSERVATIVE,2023-01-21,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2023-02-20,17,8,9,0.47058823529411764,0.0065207834178726805,0.11085331810383557,0.24098615749941593,0.05242608971231491
BTCUSDT,MEAN_REVERT,2023-02-20,8,4,4,0.5,0.005813692099238877,0.04650953679391102,0.1974046100382434,0.03747346709051047
BTCUSDT,BOTTOM_PICK,2023-02-20,0,0,0,0,0,0,0,0
BTCUSDT,BREAKOUT_HUNT,2023-02-20,6,3,3,0.5,0.005686118665891905,0.034116711995351434,0.19648801548178613,0.04847490998961684
BTCUSDT,CONSERVATIVE,2023-02-20,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2023-03-22,16,4,12,0.25,-0.010812797458479774,-0.17300475933567638,-0.659116380856704,0.17300475933567638
BTCUSDT,MEAN_REVERT,2023-03-22,9,3,6,0.3333333333333333,-0.0018665127479891505,-0.016798614731902355,-0.07474503212782305,0.08075211948655067
BTCUSDT,BOTTOM_PICK,2023-03-22,2,1,1,0.5,0.0016192645635347532,0.0032385291270695064,0.09649472651152813,0.015161596132943838
BTCUSDT,BREAKOUT_HUNT,2023-03-22,4,2,2,0.5,-0.001738076697460472,-0.006952306789841888,-0.07311972240099988,0.047837521085492274
BTCUSDT,CONSERVATIVE,2023-03-22,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2023-04-21,16,7,9,0.4375,-3.6603019275008566e-05,-0.000585648308400137,-0.0017568965287416904,0.05657348275727026
BTCUSDT,MEAN_REVERT,2023-04-21,9,3,6,0.3333333333333333,-0.008883158937820199,-0.07994843044038179,-0.5763817098324001,0.07994843044038177
BTCUSDT,BOTTOM_PICK,2023-04-21,1,0,1,0.0,-0.0015679560448198892,-0.0015679560448198892,0,0.0015679560448198892
BTCUSDT,BREAKOUT_HUNT,2023-04-21,4,2,2,0.5,0.002361608091487472,0.009446432365949888,0.09267620234614853,0.038438775905538056
BTCUSDT,CONSERVATIVE,2023-04-21,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2023-05-21,17,5,12,0.29411764705882354,-0.003615344126722865,-0.06146085015428871,-0.1536055837995407,0.10035770400507313
BTCUSDT,MEAN_REVERT,2023-05-21,10,6,4,0.6,0.012870282189319262,0.12870282189319263,0.47038152118301335,0.03941225534489946
BTCUSDT,BOTTOM_PICK,2023-05-21,1,1,0,1.0,0.032764131387072924,0.032764131387072924,0,0
BTCUSDT,BREAKOUT_HUNT,2023-05-21,3,0,3,0.0,-0.020245875960982894,-0.06073762788294868,-18.857468959211438,0.06073762788294869
BTCUSDT,CONSERVATIVE,2023-05-21,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2023-06-20,16,7,9,0.4375,-0.0019917683033868587,-0.03186829285418974,-0.11776608112870207,0.08971451664041087
BTCUSDT,MEAN_REVERT,2023-06-20,6,3,3,0.5,0.004080707730254732,0.024484246381528393,0.2813166611469245,0.016284831734677294
BTCUSDT,BOTTOM_PICK,2023-06-20,0,0,0,0,0,0,0,0
BTCUSDT,BREAKOUT_HUNT,2023-06-20,3,2,1,0.6666666666666666,0.016038257834310257,0.048114773502930766,0.7067833676042874,0.01604979559267357
BTCUSDT,CONSERVATIVE,2023-06-20,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2023-07-20,16,7,9,0.4375,-0.0007002609866953155,-0.011204175787125048,-0.04751477760717219,0.06304156518638115
BTCUSDT,MEAN_REVERT,2023-07-20,11,6,5,0.5454545454545454,0.0012699561275898636,0.0139695174034885,0.08728565890854698,0.05384292756968118
BTCUSDT,BOTTOM_PICK,2023-07-20,1,0,1,0.0,-0.022631587234109487,-0.022631587234109487,0,0.022631587234109487
BTCUSDT,BREAKOUT_HUNT,2023-07-20,1,0,1,0.0,-0.02084907701402315,-0.02084907701402315,0,0.02084907701402315
BTCUSDT,CONSERVATIVE,2023-07-20,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2023-08-19,15,3,12,0.2,-0.0016798996922985946,-0.02519849538447892,-0.07821680434211939,0.06456910017795608
BTCUSDT,MEAN_REVERT,2023-08-19,13,6,7,0.46153846153846156,-0.005014845173671113,-0.06519298725772446,-0.32812968078179267,0.1135940192622312
BTCUSDT,BOTTOM_PICK,2023-08-19,0,0,0,0,0,0,0,0
BTCUSDT,BREAKOUT_HUNT,2023-08-19,2,1,1,0.5,-0.002419366716727166,-0.004838733433454332,-0.2662058011043233,0.011507698776699974
BTCUSDT,CONSERVATIVE,2023-08-19,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2023-09-18,13,9,4,0.6923076923076923,0.009661551680422237,0.12560017184548908,0.48863535929521046,0.03794099192907291
BTCUSDT,MEAN_REVERT,2023-09-18,9,4,5,0.4444444444444444,0.00178021575405894,0.01602194178653046,0.09700008852440277,0.03299504034167097
BTCUSDT,BOTTOM_PICK,2023-09-18,1,0,1,0.0,-0.022755512802781288,-0.022755512802781288,0,0.022755512802781288
BTCUSDT,BREAKOUT_HUNT,2023-09-18,1,0,1,0.0,-0.01812311497175565,-0.01812311497175565,0,0.01812311497175565
BTCUSDT,CONSERVATIVE,2023-09-18,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2023-10-18,18,8,10,0.4444444444444444,-8.566294698566376e-05,-0.0015419330457419477,-0.003896328898148656,0.0735138029588932
BTCUSDT,MEAN_REVERT,2023-10-18,6,1,5,0.16666666666666666,-0.021172465539027126,-0.12703479323416275,-0.9035936760972093,0.12703479323416275
BTCUSDT,BOTTOM_PICK,2023-10-18,1,1,0,1.0,0.03140563025036275,0.03140563025036275,0,0
BTCUSDT,BREAKOUT_HUNT,2023-10-18,4,2,2,0.5,0.008457701005148355,0.03383080402059342,0.24024050901926952,0.03694191180569796
BTCUSDT,CONSERVATIVE,2023-10-18,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2023-11-17,15,7,8,0.4666666666666667,-2.489180145298289e-05,-0.00037337702179474335,-0.001102914777629413,0.08660487905799591
BTCUSDT,MEAN_REVERT,2023-11-17,9,3,6,0.3333333333333333,-0.008259967258670793,-0.07433970532803713,-0.40345487132009134,0.11912216384818619
BTCUSDT,BOTTOM_PICK,2023-11-17,2,1,1,0.5,0.005102867754316998,0.010205735508633997,0.19170983221480253,0.021514795488950862
BTCUSDT,BREAKOUT_HUNT,2023-11-17,3,1,2,0.3333333333333333,0.0034998956345152488,0.010499686903545746,0.11838696971591393,0.01929259622488047
BTCUSDT,CONSERVATIVE,2023-11-17,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2023-12-17,18,6,12,0.3333333333333333,-0.0038034627876083627,-0.06846233017695053,-0.17237408075537544,0.14841264018601147
BTCUSDT,MEAN_REVERT,2023-12-17,7,1,6,0.14285714285714285,-0.015068519564462044,-0.1054796369512343,-1.4260549023547655,0.10547963695123429
BTCUSDT,BOTTOM_PICK,2023-12-17,3,1,2,0.3333333333333333,0.004412113142861254,0.01323633942858376,0.20609871248112083,0.015307615880941906
BTCUSDT,BREAKOUT_HUNT,2023-12-17,6,2,4,0.3333333333333333,-0.006822747989085171,-0.040936487934511025,-0.27655435082898405,0.07463265782534154
BTCUSDT,CONSERVATIVE,2023-12-17,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2024-01-16,16,6,10,0.375,0.0006121138462201126,0.009793821539521802,0.03040176275135245,0.06890372021446925
BTCUSDT,MEAN_REVERT,2024-01-16,9,5,4,0.5555555555555556,0.0017757182947201213,0.01598146465248109,0.06928896129955141,0.05190737012010582
BTCUSDT,BOTTOM_PICK,2024-01-16,1,0,1,0.0,-0.01646817344158712,-0.01646817344158712,0,0.01646817344158712
BTCUSDT,BREAKOUT_HUNT,2024-01-16,5,3,2,0.6,0.005462396294814834,0.027311981474074168,0.22903125875946828,0.043183624049919066
BTCUSDT,CONSERVATIVE,2024-01-16,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2024-02-15,17,6,11,0.35294117647058826,-0.0020823644841176997,-0.035400196230000895,-0.08428025794730853,0.09137724520953819
BTCUSDT,MEAN_REVERT,2024-02-15,11,5,6,0.45454545454545453,-0.00014655947707547837,-0.001612154247830262,-0.006385710536795849,0.060224109063292355
BTCUSDT,BOTTOM_PICK,2024-02-15,2,2,0,1.0,0.03038905488213056,0.06077810976426112,143.98034610705133,0
BTCUSDT,BREAKOUT_HUNT,2024-02-15,5,4,1,0.8,0.026375826357487125,0.13187913178743563,0.9110050908438428,0.030177990971647
BTCUSDT,CONSERVATIVE,2024-02-15,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2024-03-16,25,9,16,0.36,0.0012271098649038388,0.030677746622595967,0.047205443102781255,0.09876598095051739
BTCUSDT,MEAN_REVERT,2024-03-16,11,5,6,0.45454545454545453,0.005708233728519151,0.06279057101371066,0.19977896639875528,0.0603419372179771
BTCUSDT,BOTTOM_PICK,2024-03-16,1,0,1,0.0,-0.02418578685477351,-0.02418578685477351,0,0.02418578685477351
BTCUSDT,BREAKOUT_HUNT,2024-03-16,8,3,5,0.375,0.00363186062224685,0.0290548849779748,0.1383704672165098,0.04988763929461269
BTCUSDT,CONSERVATIVE,2024-03-16,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2024-04-15,16,6,10,0.375,-0.0009009317799201408,-0.014414908478722253,-0.040937674663611645,0.10943996985640471
BTCUSDT,MEAN_REVERT,2024-04-15,11,2,9,0.18181818181818182,-0.007670686943786597,-0.08437755638165256,-0.37749530096608697,0.11765036994514873
BTCUSDT,BOTTOM_PICK,2024-04-15,1,1,0,1.0,0.038268840246631415,0.038268840246631415,0,0
BTCUSDT,BREAKOUT_HUNT,2024-04-15,6,2,4,0.3333333333333333,-0.0008433939830377052,-0.005060363898226231,-0.03047922993810924,0.05596926217195946
BTCUSDT,CONSERVATIVE,2024-04-15,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2024-05-15,15,5,10,0.3333333333333333,-0.005457787531081472,-0.08186681296622207,-0.30654247260152223,0.09259060987915978
BTCUSDT,MEAN_REVERT,2024-05-15,9,4,5,0.4444444444444444,-0.005024886477515817,-0.04522397829764235,-0.28527905447897817,0.07614275000119403
BTCUSDT,BOTTOM_PICK,2024-05-15,2,1,1,0.5,-0.0035863835760072318,-0.0071727671520144635,-0.29820727455542523,0.015612862746758183
BTCUSDT,BREAKOUT_HUNT,2024-05-15,4,0,4,0.0,-0.015389794404226685,-0.06155917761690674,-2.4170182640335884,0.06155917761690674
BTCUSDT,CONSERVATIVE,2024-05-15,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2024-06-14,20,9,11,0.45,0.0030807948532587514,0.06161589706517503,0.13174904022813755,0.07149350810223323
BTCUSDT,MEAN_REVERT,2024-06-14,8,4,4,0.5,0.0050802225967865764,0.04064178077429261,0.23318419002003093,0.04164322750472055
BTCUSDT,BOTTOM_PICK,2024-06-14,1,1,0,1.0,0.010729823889601272,0.010729823889601272,0,0
BTCUSDT,BREAKOUT_HUNT,2024-06-14,5,2,3,0.4,-0.002600294587152788,-0.01300147293576394,-0.08159947091795569,0.04897084982030711
BTCUSDT,CONSERVATIVE,2024-06-14,0,0,0,0,0,0,0,0
BTCUSDT,TREND_FOLLOW,2024-07-14,17,7,10,0.4117647058823529,0.0009709855104735709,0.016506753678050705,0.03992335646907548,0.07551194445163996
BTCUSDT,MEAN_REVERT,2024-07-14,10,3,7,0.3,-0.0016582299305375758,-0.016582299305375758,-0.06474950589637174,0.10774157154784764
BTCUSDT,BOTTOM_PICK,2024-07-14,2,0,2,0.0,-0.022916360289651563,-0.04583272057930313,-3.639294844188158,0.04583272057930313
BTCUSDT,BREAKOUT_HUNT,2024-07-14,9,6,3,0.6666666666666666,0.014402761552873435,0.1296248539758609,0.5156291155406403,0.04095615684484438
BTCUSDT,CONSERVATIVE,2024-07-14,0,0,0,0,0,0,0,0
